Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),skills_normalized,skills_count,experience_level,experience_years,experience_level_numeric,job_role_normalized,job_category,education_normalized,education_level,decision_binary,skill_c++,skill_cybersecurity,skill_deep learning,skill_ethical hacking,skill_java,skill_linux,skill_machine learning,skill_natural language processing,skill_networking,skill_python,skill_pytorch,skill_react.js,skill_sql,skill_tensorflow
485,Laurie Wilson,"C++, Java, React, SQL",10,MBA,Deep Learning Specialization,Software Engineer,Hire,103925,9,100,"['react.js', 'c++', 'sql', 'java']",4,fresher,10,0,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
489,Lindsay Christian,"C++, React, SQL, Java",1,M.Tech,Google ML,Software Engineer,Hire,49305,9,85,"['react.js', 'c++', 'java', 'sql']",4,fresher,1,0,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
492,Kevin Moreno,"C++, React, Java",10,B.Sc,Google ML,Software Engineer,Hire,117566,8,100,"['react.js', 'c++', 'java']",3,fresher,10,0,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
495,Dawn Price,"React, SQL, Java, C++",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,119018,0,90,"['react.js', 'java', 'c++', 'sql']",4,senior,6,3,software engineer,software_development,B.TECH,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
498,Matthew Reynolds,"Java, SQL",8,M.Tech,Deep Learning Specialization,Software Engineer,Hire,115051,2,100,"['sql', 'java']",2,senior,8,3,software engineer,software_development,M.TECH,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
499,Jill Combs,"Java, React, SQL, C++",8,M.Tech,Google ML,Software Engineer,Hire,61601,7,100,"['react.js', 'sql', 'c++', 'java']",4,senior,8,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
500,Kyle Cole,"Java, SQL, C++, React",3,B.Tech,Deep Learning Specialization,Software Engineer,Reject,67414,0,60,"['react.js', 'sql', 'c++', 'java']",4,mid-level,3,2,software engineer,software_development,B.TECH,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
505,Jon Moore,"SQL, C++, React",1,M.Tech,Deep Learning Specialization,Software Engineer,Reject,118312,4,55,"['react.js', 'c++', 'sql']",3,fresher,1,0,software engineer,software_development,M.TECH,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
515,John Braun,"Java, React, SQL, C++",1,B.Sc,,Software Engineer,Hire,107509,10,80,"['react.js', 'sql', 'c++', 'java']",4,fresher,1,0,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
516,Ryan Smith,"React, C++",9,B.Sc,,Software Engineer,Hire,102113,6,100,"['react.js', 'c++']",2,senior,9,3,software engineer,software_development,B.SC,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
517,Joseph Chapman,"SQL, React, Java, C++",9,MBA,Google ML,Software Engineer,Hire,95141,7,100,"['react.js', 'java', 'c++', 'sql']",4,senior,9,3,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
519,Karen Weiss,"SQL, Java, C++",2,B.Sc,AWS Certified,Software Engineer,Reject,90151,1,50,"['java', 'c++', 'sql']",3,junior,2,1,software engineer,software_development,B.SC,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
520,Elizabeth Mcmillan,"C++, React, SQL",9,PhD,Google ML,Software Engineer,Hire,113497,5,100,"['react.js', 'c++', 'sql']",3,senior,9,3,software engineer,software_development,PHD,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
525,Christina Hester,"SQL, C++",7,B.Sc,AWS Certified,Software Engineer,Hire,47957,7,100,"['c++', 'sql']",2,senior,7,3,software engineer,software_development,B.SC,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
527,Mary Abbott,"Java, React, SQL",1,PhD,,Software Engineer,Reject,91756,1,30,"['react.js', 'sql', 'java']",3,fresher,1,0,software engineer,software_development,PHD,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
533,Sierra Edwards,"C++, SQL",5,M.Tech,Google ML,Software Engineer,Hire,41530,0,70,"['c++', 'sql']",2,mid-level,5,2,software engineer,software_development,M.TECH,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
536,Heather Watson,"React, SQL",4,PhD,,Software Engineer,Hire,108770,10,100,"['react.js', 'sql']",2,mid-level,4,2,software engineer,software_development,PHD,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
537,Carlos Ochoa,"Java, React, C++, SQL",8,B.Tech,Google ML,Software Engineer,Hire,63268,7,100,"['react.js', 'c++', 'sql', 'java']",4,senior,8,3,software engineer,software_development,B.TECH,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
539,Jessica Doyle,"Java, C++, SQL",9,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82288,0,100,"['c++', 'sql', 'java']",3,senior,9,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
541,Michael Santos,"SQL, Java, C++, React",5,M.Tech,Deep Learning Specialization,Software Engineer,Hire,111578,9,100,"['java', 'c++', 'react.js', 'sql']",4,mid-level,5,2,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
543,Harold Acevedo,"SQL, C++, React",3,B.Tech,,Software Engineer,Hire,112003,7,80,"['react.js', 'c++', 'sql']",3,mid-level,3,2,software engineer,software_development,B.TECH,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
546,Marcus Ramirez,"SQL, Java, React",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,81778,4,100,"['java', 'react.js', 'sql']",3,fresher,10,0,software engineer,software_development,B.SC,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
552,Kirsten Smith,"React, C++, Java, SQL",5,B.Sc,,Software Engineer,Hire,89191,3,85,"['react.js', 'c++', 'sql', 'java']",4,mid-level,5,2,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
554,Barbara Turner,"React, C++, Java, SQL",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,58910,7,100,"['react.js', 'c++', 'sql', 'java']",4,senior,7,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
556,James Brooks Jr.,"React, SQL, Java, C++",1,PhD,,Software Engineer,Reject,50422,1,35,"['react.js', 'java', 'c++', 'sql']",4,fresher,1,0,software engineer,software_development,PHD,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
564,Sue Young,"React, Java, C++",6,B.Sc,AWS Certified,Software Engineer,Hire,103874,5,100,"['react.js', 'c++', 'java']",3,senior,6,3,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
567,Julie Thompson,"C++, Java, React, SQL",9,MBA,AWS Certified,Software Engineer,Hire,81897,4,100,"['react.js', 'c++', 'sql', 'java']",4,senior,9,3,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
568,Hunter Dalton,"React, Java",3,M.Tech,AWS Certified,Software Engineer,Hire,105280,9,95,"['react.js', 'java']",2,mid-level,3,2,software engineer,software_development,M.TECH,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
570,Gabriel Torres,"C++, SQL",2,M.Tech,AWS Certified,Software Engineer,Reject,83223,4,60,"['c++', 'sql']",2,junior,2,1,software engineer,software_development,M.TECH,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
573,Anna May,"C++, React",4,B.Sc,Deep Learning Specialization,Software Engineer,Hire,54116,10,100,"['react.js', 'c++']",2,mid-level,4,2,software engineer,software_development,B.SC,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
577,Clarence Hernandez,"React, Java, SQL, C++",8,B.Sc,AWS Certified,Software Engineer,Hire,73325,2,100,"['react.js', 'sql', 'c++', 'java']",4,senior,8,3,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
578,Timothy Wong,"React, C++, Java",8,MBA,AWS Certified,Software Engineer,Hire,65676,0,100,"['react.js', 'c++', 'java']",3,senior,8,3,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
579,Christopher Mcconnell,"SQL, Java, React, C++",3,M.Tech,Google ML,Software Engineer,Hire,52454,9,100,"['java', 'react.js', 'c++', 'sql']",4,mid-level,3,2,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
582,Samantha Rodriguez,"React, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,70378,8,100,"['react.js', 'java']",2,mid-level,5,2,software engineer,software_development,B.SC,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
583,Brian Dean,"C++, Java",5,PhD,Google ML,Software Engineer,Hire,76165,8,100,"['c++', 'java']",2,mid-level,5,2,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
589,Katherine Perry,"C++, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673,5,100,"['react.js', 'c++']",2,fresher,10,0,software engineer,software_development,M.TECH,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
591,David Marks,"SQL, React, Java",2,MBA,Google ML,Software Engineer,Reject,62666,1,50,"['react.js', 'java', 'sql']",3,junior,2,1,software engineer,software_development,MBA,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
601,John White,"C++, React, SQL, Java",9,B.Tech,Google ML,Software Engineer,Hire,76854,9,100,"['react.js', 'c++', 'java', 'sql']",4,senior,9,3,software engineer,software_development,B.TECH,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
603,Clifford Andrews,"SQL, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,54536,0,70,"['java', 'sql']",2,mid-level,5,2,software engineer,software_development,B.SC,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
604,Kimberly Miles,"React, SQL",10,MBA,AWS Certified,Software Engineer,Hire,113587,0,100,"['react.js', 'sql']",2,fresher,10,0,software engineer,software_development,MBA,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
608,Raymond Roach,"C++, React, SQL, Java",5,M.Tech,,Software Engineer,Hire,48105,6,100,"['react.js', 'c++', 'java', 'sql']",4,mid-level,5,2,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
611,Kelly Scott,"Java, React, C++, SQL",5,MBA,Google ML,Software Engineer,Hire,87525,1,85,"['react.js', 'c++', 'sql', 'java']",4,mid-level,5,2,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
612,Melissa Griffin,"Java, SQL",3,PhD,Google ML,Software Engineer,Hire,112396,10,100,"['sql', 'java']",2,mid-level,3,2,software engineer,software_development,PHD,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
614,Caroline Ford,"Java, C++, SQL, React",7,B.Sc,Google ML,Software Engineer,Hire,115954,9,100,"['react.js', 'c++', 'sql', 'java']",4,senior,7,3,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
618,Heather Brown,"SQL, React, C++, Java",8,M.Tech,Google ML,Software Engineer,Hire,102924,7,100,"['react.js', 'c++', 'java', 'sql']",4,senior,8,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
627,Mitchell Foster,"SQL, C++",0,B.Tech,Google ML,Software Engineer,Reject,46679,5,45,"['c++', 'sql']",2,fresher,0,0,software engineer,software_development,B.TECH,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
635,Edward Johnson,"C++, React",7,PhD,,Software Engineer,Hire,113418,1,85,"['react.js', 'c++']",2,senior,7,3,software engineer,software_development,PHD,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
636,Mr. Jacob Simmons,"React, SQL, Java",0,B.Tech,AWS Certified,Software Engineer,Reject,49006,3,40,"['react.js', 'java', 'sql']",3,fresher,0,0,software engineer,software_development,B.TECH,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
647,Crystal Ford,"SQL, Java",0,B.Sc,AWS Certified,Software Engineer,Reject,65854,6,50,"['java', 'sql']",2,fresher,0,0,software engineer,software_development,B.SC,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
653,Mr. Kevin Guzman,"SQL, Java",1,M.Tech,,Software Engineer,Reject,82703,0,20,"['java', 'sql']",2,fresher,1,0,software engineer,software_development,M.TECH,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
656,Sandra Brown,"C++, SQL, React, Java",6,PhD,AWS Certified,Software Engineer,Hire,43584,9,100,"['react.js', 'c++', 'java', 'sql']",4,senior,6,3,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
661,Brenda Hall,"Java, SQL",8,M.Tech,Google ML,Software Engineer,Hire,50950,8,100,"['sql', 'java']",2,senior,8,3,software engineer,software_development,M.TECH,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
666,Mrs. Monica Thomas MD,"C++, Java, SQL, React",10,PhD,,Software Engineer,Hire,79684,8,100,"['react.js', 'c++', 'sql', 'java']",4,fresher,10,0,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
667,William Gregory,"React, Java",3,B.Sc,,Software Engineer,Reject,44106,0,40,"['react.js', 'java']",2,mid-level,3,2,software engineer,software_development,B.SC,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
673,Shane Burch,"C++, React",9,MBA,,Software Engineer,Hire,113428,2,100,"['react.js', 'c++']",2,senior,9,3,software engineer,software_development,MBA,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
678,Annette Greene,"SQL, Java, React, C++",5,M.Tech,Deep Learning Specialization,Software Engineer,Hire,60720,7,100,"['java', 'react.js', 'c++', 'sql']",4,mid-level,5,2,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
679,Cheryl Cruz,"React, SQL, C++",6,M.Tech,Google ML,Software Engineer,Hire,100827,10,100,"['react.js', 'c++', 'sql']",3,senior,6,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
684,Christine Trevino,"Java, C++",3,PhD,Deep Learning Specialization,Software Engineer,Hire,53518,7,85,"['c++', 'java']",2,mid-level,3,2,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
685,Nicole Mercado,"React, Java",5,MBA,,Software Engineer,Hire,75717,7,95,"['react.js', 'java']",2,mid-level,5,2,software engineer,software_development,MBA,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
687,Sarah Adams,"SQL, Java, C++, React",6,B.Sc,Deep Learning Specialization,Software Engineer,Hire,73268,8,100,"['java', 'c++', 'react.js', 'sql']",4,senior,6,3,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
691,Victor Garza,"C++, Java",4,MBA,Deep Learning Specialization,Software Engineer,Hire,43297,2,70,"['c++', 'java']",2,mid-level,4,2,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
700,Ricky Alvarez,"Java, SQL",2,M.Tech,AWS Certified,Software Engineer,Hire,83473,10,90,"['sql', 'java']",2,junior,2,1,software engineer,software_development,M.TECH,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
702,Stacey Bradford,"React, SQL",8,B.Sc,Deep Learning Specialization,Software Engineer,Hire,86416,8,100,"['react.js', 'sql']",2,senior,8,3,software engineer,software_development,B.SC,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
703,Michael Mercado,"SQL, Java, C++",9,B.Tech,AWS Certified,Software Engineer,Hire,84959,6,100,"['java', 'c++', 'sql']",3,senior,9,3,software engineer,software_development,B.TECH,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
707,Bobby Palmer,"Java, SQL, React",3,MBA,AWS Certified,Software Engineer,Hire,104253,8,95,"['react.js', 'sql', 'java']",3,mid-level,3,2,software engineer,software_development,MBA,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
712,Meagan Spencer,"C++, SQL, Java",6,PhD,AWS Certified,Software Engineer,Hire,80373,8,100,"['java', 'c++', 'sql']",3,senior,6,3,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
715,Jacob Ferrell,"C++, SQL, Java",0,M.Tech,AWS Certified,Software Engineer,Reject,41382,0,25,"['java', 'c++', 'sql']",3,fresher,0,0,software engineer,software_development,M.TECH,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
717,Marissa Cook,"C++, SQL, React, Java",8,PhD,Deep Learning Specialization,Software Engineer,Hire,100202,5,100,"['react.js', 'c++', 'java', 'sql']",4,senior,8,3,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
725,Alan Moran,"C++, Java, SQL, React",2,M.Tech,AWS Certified,Software Engineer,Reject,54193,0,50,"['react.js', 'c++', 'sql', 'java']",4,junior,2,1,software engineer,software_development,M.TECH,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
730,Andrea Beard,"React, C++",7,M.Tech,AWS Certified,Software Engineer,Hire,98988,10,100,"['react.js', 'c++']",2,senior,7,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
734,Kevin Baker,"C++, Java, React",5,MBA,AWS Certified,Software Engineer,Hire,76625,10,100,"['react.js', 'c++', 'java']",3,mid-level,5,2,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
736,Justin Clark,"React, Java, C++",5,B.Tech,Google ML,Software Engineer,Hire,115813,0,75,"['react.js', 'c++', 'java']",3,mid-level,5,2,software engineer,software_development,B.TECH,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
743,Suzanne Watson,"React, SQL, C++, Java",0,B.Sc,Google ML,Software Engineer,Reject,118032,2,40,"['react.js', 'c++', 'java', 'sql']",4,fresher,0,0,software engineer,software_development,B.SC,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
746,Megan Peterson,"Java, C++, React",0,PhD,Deep Learning Specialization,Software Engineer,Reject,118475,2,35,"['react.js', 'c++', 'java']",3,fresher,0,0,software engineer,software_development,PHD,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
750,Christopher Smith,"C++, React, Java, SQL",1,M.Tech,,Software Engineer,Reject,58823,3,45,"['react.js', 'c++', 'sql', 'java']",4,fresher,1,0,software engineer,software_development,M.TECH,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
753,Melissa Preston,"React, C++, SQL, Java",9,PhD,Deep Learning Specialization,Software Engineer,Hire,68203,9,100,"['react.js', 'c++', 'java', 'sql']",4,senior,9,3,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
756,Alyssa Rivera,"C++, Java",5,B.Tech,Deep Learning Specialization,Software Engineer,Hire,116922,0,70,"['c++', 'java']",2,mid-level,5,2,software engineer,software_development,B.TECH,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
763,Mr. Johnathan Garcia,"SQL, Java, React",2,B.Tech,,Software Engineer,Reject,82150,4,55,"['java', 'react.js', 'sql']",3,junior,2,1,software engineer,software_development,B.TECH,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
768,Ashley Peck,"React, SQL, Java, C++",5,B.Sc,Deep Learning Specialization,Software Engineer,Hire,75828,4,100,"['react.js', 'java', 'c++', 'sql']",4,mid-level,5,2,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
778,Megan Juarez,"SQL, C++, Java",6,B.Sc,,Software Engineer,Hire,113366,4,95,"['java', 'c++', 'sql']",3,senior,6,3,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
780,Martin Norris,"Java, React, C++",10,M.Tech,,Software Engineer,Hire,74425,5,100,"['react.js', 'c++', 'java']",3,fresher,10,0,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
783,Miss Katherine Olson DDS,"SQL, C++",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,61986,5,100,"['c++', 'sql']",2,senior,7,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
791,Kimberly Clark,"Java, C++, SQL",10,MBA,,Software Engineer,Hire,53207,1,100,"['c++', 'sql', 'java']",3,fresher,10,0,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
796,Stephen Mills,"React, Java, C++, SQL",3,PhD,Google ML,Software Engineer,Hire,63537,2,70,"['react.js', 'c++', 'sql', 'java']",4,mid-level,3,2,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
799,Elizabeth Smith,"SQL, Java, C++",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,113251,8,100,"['java', 'c++', 'sql']",3,mid-level,4,2,software engineer,software_development,B.TECH,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
804,Jason West,"SQL, C++",1,B.Tech,AWS Certified,Software Engineer,Hire,45422,10,80,"['c++', 'sql']",2,fresher,1,0,software engineer,software_development,B.TECH,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
805,Dylan Bailey,"SQL, C++, Java, React",4,MBA,,Software Engineer,Hire,119370,3,75,"['java', 'c++', 'react.js', 'sql']",4,mid-level,4,2,software engineer,software_development,MBA,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
817,Andrea Stone,"Java, React, SQL",4,PhD,Deep Learning Specialization,Software Engineer,Hire,49673,7,100,"['react.js', 'sql', 'java']",3,mid-level,4,2,software engineer,software_development,PHD,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
824,Colleen Bates,"Java, C++, React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,Hire,77427,10,100,"['react.js', 'c++', 'sql', 'java']",4,fresher,10,0,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
825,Christopher Fisher,"Java, C++, React, SQL",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,58157,4,100,"['react.js', 'c++', 'sql', 'java']",4,senior,6,3,software engineer,software_development,B.TECH,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
828,Tiffany Cox,"React, SQL",8,M.Tech,AWS Certified,Software Engineer,Hire,46717,6,100,"['react.js', 'sql']",2,senior,8,3,software engineer,software_development,M.TECH,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
832,Christina Sosa,"React, C++, Java, SQL",6,B.Tech,Google ML,Software Engineer,Hire,74854,6,100,"['react.js', 'c++', 'sql', 'java']",4,senior,6,3,software engineer,software_development,B.TECH,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
836,Larry Moreno,"Java, SQL, C++",8,PhD,,Software Engineer,Hire,59474,3,100,"['sql', 'c++', 'java']",3,senior,8,3,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
838,Cheryl Green,"React, C++",7,PhD,,Software Engineer,Hire,107965,10,100,"['react.js', 'c++']",2,senior,7,3,software engineer,software_development,PHD,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
846,Megan Stephenson,"React, SQL, C++, Java",8,B.Sc,,Software Engineer,Hire,93647,10,100,"['react.js', 'c++', 'java', 'sql']",4,senior,8,3,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
849,Tonya Sanchez,"SQL, Java, React",1,M.Tech,AWS Certified,Software Engineer,Reject,48917,3,50,"['java', 'react.js', 'sql']",3,fresher,1,0,software engineer,software_development,M.TECH,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
855,Michelle Baker,"SQL, Java",7,M.Tech,AWS Certified,Software Engineer,Hire,48252,4,100,"['java', 'sql']",2,senior,7,3,software engineer,software_development,M.TECH,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
869,Peter Wilson,"Java, React, SQL, C++",6,M.Tech,Google ML,Software Engineer,Hire,66936,5,100,"['react.js', 'sql', 'c++', 'java']",4,senior,6,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
872,Karina Stone,"Java, C++, React, SQL",8,PhD,Google ML,Software Engineer,Hire,77705,0,100,"['react.js', 'c++', 'sql', 'java']",4,senior,8,3,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
875,Wayne Hudson,"C++, React, SQL, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,84438,10,100,"['react.js', 'c++', 'java', 'sql']",4,mid-level,5,2,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
881,Desiree White,"React, SQL",9,B.Tech,AWS Certified,Software Engineer,Hire,50001,6,100,"['react.js', 'sql']",2,senior,9,3,software engineer,software_development,B.TECH,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
882,Cindy Hamilton,"Java, C++",8,M.Tech,AWS Certified,Software Engineer,Hire,71678,0,100,"['c++', 'java']",2,senior,8,3,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
894,Nicole Cox,"SQL, Java, React, C++",0,MBA,,Software Engineer,Reject,70344,4,40,"['java', 'react.js', 'c++', 'sql']",4,fresher,0,0,software engineer,software_development,MBA,3,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
895,Timothy Thomas,"SQL, Java, C++",3,M.Tech,,Software Engineer,Hire,46781,6,75,"['java', 'c++', 'sql']",3,mid-level,3,2,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
897,Amber Crosby,"React, SQL, Java, C++",2,M.Tech,Deep Learning Specialization,Software Engineer,Hire,99600,3,65,"['react.js', 'java', 'c++', 'sql']",4,junior,2,1,software engineer,software_development,M.TECH,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
899,Margaret Price,"Java, SQL",2,MBA,,Software Engineer,Hire,66087,9,75,"['sql', 'java']",2,junior,2,1,software engineer,software_development,MBA,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
921,Jonathan Myers,"Java, SQL, React, C++",9,B.Sc,Google ML,Software Engineer,Hire,108502,9,100,"['react.js', 'sql', 'c++', 'java']",4,senior,9,3,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
926,Colleen Conner,"C++, React, SQL, Java",5,PhD,Deep Learning Specialization,Software Engineer,Hire,101120,5,100,"['react.js', 'c++', 'java', 'sql']",4,mid-level,5,2,software engineer,software_development,PHD,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
928,Bianca Montoya,"C++, SQL, Java, React",7,B.Sc,,Software Engineer,Hire,117476,10,100,"['java', 'c++', 'react.js', 'sql']",4,senior,7,3,software engineer,software_development,B.SC,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
929,Melinda Lambert,"SQL, C++, Java",1,M.Tech,,Software Engineer,Reject,48157,5,50,"['java', 'c++', 'sql']",3,fresher,1,0,software engineer,software_development,M.TECH,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
